Duration	Gender	Age	Region	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	FNL1	FNL2	EDU	NAT_1	NAT_2	NAT_3	NAT_4	EXCLUDE	LNG1	LNG2	EXP_1	EXP_2	EXP_3	RHAB
954	男性	48	関東	5	5	1	3	1	5	5	5	5	5	1	5	5	7	5	3	1	4	5	A	1	1	2	1	1	1	1	1	1	1	1	1	1	-4	1	4	1	0	1	10	5	6	3	0	5	0	6	0	6	10	2	6	6	0	5	7	1	5	5	5	1	3	1	7	7	1	5	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	ジャパン	ジャパン	会社員	埼玉		はい		7	5	1	2
615	女性	52	近畿（関西）	3	3	3	4	3	4	4	3	5	5	5	5	4	4	4	4	5	5	5	A	3	3	2	3	3	2	2	3	3	3	2	3	3	-2	-2	-2	-3	-3	-3	5	5	5	5	5	5	5	5	4	9	6	7	7	7	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	    なし	無宗教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	アルバイト	兵庫		はい		2	1	1	2
1121	女性	31	中部・北陸	3	4	2	2	2	3	3	3	7	5	5	2	2	6	6	2	4	2	1	B	1	1	1	3	3	2	1	1	5	2	1	4	3	2	2	2	0	2	4	3	7	0	0	7	10	3	3	0	10	2	8	8	2	8	6	7	3	5	5	4	2	1	2	2	4	4	2	5	無宗教	仏教式		大学・大学校	日本	日本	無職	新潟県		はい		4	2	1	3
536	男性	45	関東	3	3	3	3	1	3	2	3	7	7	7	7	7	7	7	7	1	7	7	A	7	7	7	7	7	7	7	1	7	1	1	7	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	1	2	0	2	7	7	1	5	5	5	1	3	1	5	5	7	4	5	なし	仏教式		大学・大学校	日本	日本	会社員	埼玉		はい		8	8	4	0
530	男性	42	関東	4	4	4	4	1	3	3	3	4	2	1	1	4	6	1	1	4	1	1	A	2	1	1	2	1	3	2	1	1	1	1	2	2	0	0	0	0	0	2	6	7	7	5	6	7	6	8	6	8	8	8	9	7	7	4	5	4	5	6	4	3	2	3	5	6	4	3	4	なし	仏教式		大学・大学校	日本	日本	会社員	神奈川県		はい		2	2	1	1
1716	女性	39	九州・沖縄	4	4	3	3	1	1	1	1	5	4	4	1	4	1	4	1	4	1	4	A	2	1	1	2	1	1	1	1	3	1	1	2	2	0	0	2	0	2	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	4	3	4	5	4	4	4	3	5	5	5	4	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	主婦	福岡県		はい		7	1	1	0
1901	男性	37	九州・沖縄	4	3	4	3	1	5	3	3	7	5	2	3	4	5	5	3	3	2	5	A	3	2	3	4	3	3	4	3	3	3	1	3	3	3	2	4	0	0	1	5	7	5	4	7	7	5	7	4	6	7	5	6	6	5	2	7	2	3	3	2	3	6	3	5	5	5	3	6	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	診療放射線技師	鹿児島県		はい		6	1	1	1
570	男性	57	関東	5	5	5	5	4	5	5	5	1	1	1	1	1	7	1	1	7	1	1	B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	3	4	4	6	10	8	6	6	10	3	8	4	10	8	9	9	9	7	7	6	1	6	7	7	1	1	1	6	7	7	7	7	キリスト教プロテスタント	無宗教式		大学・大学校	日本	日本	会社員	kanagawaken		はい		7	7	1	10
1305	男性	55	北海道・東北	3	4	4	5	2	4	5	4	6	6	4	4	5	4	4	4	4	4	5	A	5	1	2	2	2	2	2	2	1	2	2	2	3	2	2	2	1	2	3	7	5	7	7	5	5	8	5	7	8	8	6	8	8	6	5	5	5	6	5	4	4	5	5	4	4	5	4	4	なし	仏教式		高等学校	日本	日本	会社員	福島県		はい	ネイティブ(母語が日本語である)	4	3	3	2
535	男性	32	中部・北陸	2	5	2	4	4	4	4	2	5	5	3	5	5	5	5	5	1	5	3	B	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	0	4	4	4	0	10	0	0	0	10	0	0	0	10	0	10	0	0	10	7	7	1	7	7	7	7	7	7	7	7	7	7	7	なし	仏教式	なし	専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	岐阜県		はい	ネイティブ(母語が日本語である)	7	6	2	10
407	男性	55	関東	4	1	1	3	1	1	1	1	5	4	4	4	4	3	4	3	1	4	4	A	5	3	3	3	3	3	3	3	3	3	3	3	3	-4	-4	-4	-4	-4	-4	5	6	0	1	5	6	0	0	0	6	0	6	0	0	6	3	5	5	3	2	3	4	5	3	3	2	2	2	2	なし	仏教式		大学・大学校	日本	日本				はい	基礎レベル（Basic）	2	1	1	0
461	男性	45	中部・北陸	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	A	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	なし	仏教式		大学院	日本	日本	会社員	長野県		はい		7	6	6	4
958	男性	57	九州・沖縄	4	4	4	4	1	2	2	2	3	3	1	3	4	6	1	1	2	2	1	A	1	1	1	1	1	1	1	1	4	1	1	1	1	0	4	4	4	4	4	0	8	5	0	5	8	0	8	0	8	8	8	8	8	8	1	5	5	6	4	5	1	1	1	4	6	3	4	3	先祖崇拝	無宗教式		大学院	日本	日本	看護師	沖縄県		はい	ネイティブ(母語が日本語である)	6	2	1	0
1203	男性	52	関東	4	4	4	3	2	3	3	2	4	4	2	3	3	5	3	3	3	2	2	A	2	2	2	2	2	2	2	2	3	2	2	3	3	-2	0	0	0	0	1	3	7	3	3	3	7	3	3	3	7	3	7	6	3	6	4	5	4	4	5	4	3	4	3	4	4	4	4	4	なし	仏教式		大学・大学校	日本	日本	会社員	群馬		はい		7	3	1	1
764	男性	51	関東	5	5	5	4	2	3	4	3	5	4	2	2	2	7	2	2	4	2	2	B	4	2	1	2	2	2	1	2	1	1	1	2	3	2	0	2	0	2	2	9	10	10	5	5	10	6	7	5	10	7	7	7	5	8	4	5	3	5	5	4	3	3	3	5	5	4	3	3	仏教	仏教式		高等学校	日本	日本	自営業	東京都		はい		4	4	1	10
449	男性	20	中部・北陸	5	5	3	3	5	4	4	2	7	7	3	4	3	5	7	5	2	1	2	A	3	3	3	3	1	1	4	4	1	1	1	4	3	-3	-3	-2	2	3	4	0	0	0	0	7	7	5	0	0	7	5	4	0	0	7	3	6	6	4	5	3	7	2	2	2	5	4	4	6	なし	仏教式		大学・大学校	日本	日本	学生	愛知		はい	ネイティブ(母語が日本語である)	6	2	2	1
571	男性	51	関東	5	5	5	5	1	5	5	1	7	7	4	4	1	4	4	5	1	7	5	A	7	6	3	5	4	3	1	2	5	5	1	4	5	-4	-4	-3	-4	-4	2	5	5	5	5	4	7	0	6	1	6	4	7	6	0	7	7	7	4	6	6	5	6	6	5	5	5	7	7	7	真言宗	仏教式		大学・大学校	日本	日本	公務員	神奈川		はい	ネイティブ(母語が日本語である)	4	2	1	3
792	女性	34	中国・四国	5	4	4	5	4	5	3	4	4	3	1	1	4	5	4	2	3	1	2	A	1	1	1	1	1	1	1	1	1	1	1	2	1	-1	-1	0	-2	-1	1	1	9	3	1	6	7	2	2	3	10	5	3	6	2	10	4	7	2	5	5	5	2	2	1	5	6	4	5	6	仏教	仏教式		高等学校	日本	日本	サービス業	山口県		はい		6	2	1	2
1081	男性	36	九州・沖縄	4	4	2	3	3	5	2	4	6	7	4	7	4	5	6	6	5	7	6	A	4	2	1	2	2	1	1	2	3	1	1	4	4	0	0	1	1	1	4	8	7	6	10	7	6	5	6	7	8	8	8	10	10	8	6	7	2	4	7	5	2	4	2	6	7	7	4	4	ない	仏教式		中学校	日本	日本	建設関係	福岡		はい		5	4	1	2
739	女性	46	中部・北陸	4	5	3	4	1	4	2	1	3	3	2	2	2	6	1	2	2	2	1	B	4	2	4	2	2	2	2	2	2	2	2	5	2	-1	1	1	-3	1	3	0	6	1	1	0	8	0	1	0	10	8	6	1	1	8	5	6	1	4	6	6	1	2	2	6	5	7	3	3	自然崇拝	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	ドッグトレーナー	新潟県		はい	ネイティブ(母語が日本語である)	6	4	1	0
2748	女性	44	九州・沖縄	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	仏教	仏教式		大学院	日本	日本	OL	福岡県		はい	ネイティブ(母語が日本語である)	1	1	1	0
487	女性	30	関東	3	4	3	4	5	5	4	3	4	4	4	4	3	5	4	4	4	3	3	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	0	1	5	6	5	3	2	9	2	2	1	9	5	6	6	4	7	7	5	1	5	5	5	1	1	1	7	4	6	6	5	なし	仏教式		大学・大学校	日本	日本	会社員	東京		はい		2	1	1	0
385	男性	47	近畿（関西）	5	5	5	5	5	5	5	5	4	4	3	1	5	7	4	4	6	1	4	A	6	5	6	6	4	5	5	6	6	4	5	5	6	4	4	4	4	4	4	5	8	8	5	3	7	5	8	3	8	8	8	7	7	8	6	6	7	5	4	4	6	5	5	7	7	5	4	6	仏教	仏教式		大学・大学校	日本	日本	建築士	大阪		はい		6	4	4	7
1068	男性	35	近畿（関西）	5	5	4	5	2	5	3	4	6	2	2	2	2	6	2	2	1	1	1	B	3	3	3	3	3	3	3	3	3	3	3	3	3	-2	2	3	3	3	4	6	7	6	6	7	8	6	7	7	8	6	6	7	6	8	6	5	3	5	6	3	3	3	3	3	5	6	3	5	真言宗	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	兵庫県		はい		7	8	8	5
653	男性	53	関東	4	4	4	3	4	2	2	2	5	4	3	3	4	5	5	3	3	3	3	B	3	3	3	3	3	3	3	3	3	3	3	3	3	-1	-1	-1	-1	-1	1	4	5	3	3	2	6	4	3	1	6	3	4	1	0	5	5	3	3	5	5	5	3	3	3	6	5	5	5	5	なし	仏教式		大学院	日本	日本	エンジニア	神奈川県		はい	ネイティブ(母語が日本語である)	5	1	1	1
369	男性	30	関東	4	3	3	3	3	3	4	5	2	2	1	5	7	7	7	6	4	7	7	A	2	3	3	4	6	4	4	5	6	5	3	3	5	-2	0	-1	-3	-2	-1	1	6	7	5	9	4	6	6	5	2	4	9	3	2	3	6	4	4	5	5	4	1	4	7	3	5	3	2	7	なし	仏教式		大学・大学校	日本	日本	サラリーマン	神奈川県		はい		5	4	1	3
447	男性	52	近畿（関西）	3	3	1	1	1	1	1	1	7	7	4	4	4	4	4	4	4	7	4	B	1	3	4	4	4	4	4	1	4	4	4	4	4	-4	-4	-4	-4	-4	-4	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	1	1	1	1	3	2	4	4	4	4	4	1	4	4	ない	仏教式		大学院	日本	日本	会社員			はい		1	1	1	0
597	男性	52	北海道・東北	3	1	3	3	1	1	1	1	1	1	1	1	4	7	1	1	7	1	1	B	4	4	4	4	4	4	4	4	4	4	4	4	4	-4	4	4	3	3	4	0	10	10	5	5	10	5	5	0	10	10	10	0	5	10	4	7	7	4	1	4	4	1	4	4	4	1	1	1	曹洞宗	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	パート	北海道		はい		4	1	1	3
849	女性	38	関東	5	5	3	4	2	1	1	2	1	1	1	1	4	7	1	1	7	4	1	B	7	4	4	4	4	1	4	4	7	4	1	4	4	2	1	4	4	4	2	5	7	5	5	5	8	5	5	0	10	5	0	5	2	5	4	3	7	1	1	6	5	5	7	4	7	2	5	5	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	家事手伝い	東京都		はい		5	2	1	5
498	男性	42	近畿（関西）	4	4	4	5	4	4	5	4	6	6	6	6	6	6	6	6	6	6	6	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	5	9	0	0	0	7	0	0	0	0	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	なし	仏教式		高等学校	日本	日本	会社員	京都		はい		3	1	1	0
390	男性	45	関東	4	4	4	4	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	なし	仏教式		高等学校	日本	日本	会社員	神奈川県		はい	ネイティブ(母語が日本語である)	6	6	1	2
691	男性	39	九州・沖縄	5	5	3	4	2	4	1	2	2	1	1	2	2	4	4	2	4	1	4	B	2	2	2	2	2	2	2	2	2	2	2	6	4	-3	-3	-3	0	0	4	2	6	2	1	2	7	2	2	3	7	2	6	6	2	6	6	7	1	5	6	5	1	2	1	6	6	4	5	5	仏教	仏教式		大学院	日本	日本	無職	長崎		はい		6	4	2	2
1525	男性	27	関東	5	5	5	5	3	5	3	5	4	4	1	1	7	4	4	1	4	4	4	A	1	1	1	1	1	1	1	1	7	1	1	4	4	-4	-4	-4	0	0	4	5	5	5	5	5	10	5	5	5	10	8	10	10	5	5	7	7	1	4	7	7	1	1	1	4	4	4	4	7	なし	無宗教式		大学・大学校	日本	日本	会社員	神奈川県		はい		2	2	1	2
24277	男性	33	関東	1	2	1	4	1	4	1	1	7	4	4	1	4	7	7	4	1	1	1	A	3	7	7	3	4	2	3	1	4	4	1	6	6	-4	-4	-4	-4	-4	4	0	10	0	0	0	10	0	0	0	10	0	10	10	0	10	1	1	7	1	4	4	7	4	7	6	5	1	4	1	なし	仏教式		大学・大学校	日本	日本	会社員	東京都		はい		4	1	1	1
445	男性	44	中部・北陸	4	4	4	4	2	4	4	4	6	4	4	4	6	6	4	4	4	5	5	A	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	5	5	6	6	6	6	6	6	6	7	5	5	5	5	3	4	3	5	5	5	2	4	2	5	5	4	5	5	なし	仏教式		高等学校	日本	日本	会社員	新潟県		はい		5	1	1	2
542	男性	56	中国・四国	4	3	3	4	3	4	3	3	5	5	5	4	4	3	4	4	4	3	4	A	3	4	4	5	4	4	5	4	4	4	5	4	4	1	0	0	1	1	0	4	5	5	4	5	5	5	4	4	5	5	4	5	4	5	5	4	5	5	5	4	5	5	5	4	5	5	4	5	なし	仏教式		大学・大学校	日本	日本	SE	広島		はい		3	3	4	0
534	男性	53	中部・北陸	3	4	2	3	2	2	2	2	4	4	2	3	4	4	4	4	4	4	4	A	4	3	4	4	3	5	4	4	4	4	4	4	4	3	0	0	-4	0	0	5	4	6	6	4	5	5	5	5	6	6	6	6	5	5	4	5	4	4	3	4	4	4	4	4	4	4	4	4	なし	無宗教式		高等学校	日本	日本	会社員	静岡県		はい		4	4	1	4
480	男性	50	北海道・東北	2	2	4	4	4	4	4	4	4	3	3	3	5	3	3	2	2	1	3	A	4	1	1	1	1	1	1	2	2	2	2	2	2	4	4	4	2	2	3	6	6	6	6	5	6	6	7	7	7	6	6	6	6	6	4	4	4	5	5	5	4	4	5	5	5	5	5	5	なし	仏教式	日本人だから	高等学校	日本	日本	会社員	福島県		はい	基礎レベル（Basic）	6	1	1	0
649	女性	58	関東	1	2	3	1	5	1	1	1	3	4	1	1	2	2	1	3	2	3	1	A	1	5	2	2	2	4	2	1	2	4	1	1	1	-2	0	-3	-2	0	2	1	0	3	1	2	3	2	0	0	0	0	0	0	0	0	4	7	4	6	2	3	7	1	6	3	5	3	4	4	ない	その他	わからない	大学・大学校	日本	日本	公務員	埼玉県		はい		1	2	6	2
372	男性	29	関東	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	A	2	2	1	2	2	2	2	2	2	2	2	2	2	-2	-1	-2	-1	-2	-3	4	5	3	4	4	3	1	2	2	3	5	4	3	2	4	3	4	2	3	5	4	5	4	3	4	3	4	4	3	なし	仏教式		大学・大学校	日本	日本	アルバイト	東京都		はい		1	1	1	0
564	女性	45	近畿（関西）	5	5	4	4	3	5	4	3	7	4	4	4	4	4	6	4	3	4	4	B	3	3	3	3	3	1	3	3	2	2	2	6	3	-4	-4	-4	-4	-4	2	5	10	0	1	0	10	0	5	0	10	5	5	0	0	10	6	5	3	5	7	6	2	3	1	6	7	6	6	6	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	滋賀県		はい		7	5	1	2
730	男性	23	関東	5	5	5	5	5	5	5	5	7	1	2	1	5	7	1	2	3	1	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	2	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4	6	6	2	7	5	5	7	3	7	5	7	2	5	なし	無宗教式		高等学校	日本	日本	無職	千葉県		はい		3	2	1	2
427	男性	56	関東	4	4	4	3	3	3	3	3	5	6	4	5	4	5	4	5	4	4	4	A	2	2	2	2	2	3	2	2	2	1	2	1	1	0	2	3	0	0	0	5	3	1	4	1	3	0	1	1	3	1	3	3	1	3	5	4	4	5	4	4	4	5	5	5	5	5	4	5	なし	仏教式		大学・大学校	日本	日本	販売	神奈川県		はい	ネイティブ(母語が日本語である)	7	1	1	0
1256	男性	54	近畿（関西）	2	2	2	4	1	4	2	2	5	4	1	6	4	5	2	5	4	1	2	A	1	2	2	2	1	1	1	1	1	1	1	2	2	0	0	3	4	1	2	5	3	1	3	1	6	1	8	1	9	5	5	5	6	7	3	6	2	3	6	3	3	4	3	6	5	7	3	2	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	社員	奈良県		はい		4	1	1	1
361	男性	35	中部・北陸	4	4	3	4	1	4	4	3	6	4	4	2	4	4	4	3	1	4	2	A	2	1	1	2	2	3	1	1	4	1	1	4	3	1	0	0	0	0	0	5	5	5	5	5	8	5	5	5	8	5	5	6	5	7	4	4	3	4	5	4	3	4	3	5	4	5	3	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	静岡		はい		5	1	1	10
1122	男性	53	関東	1	1	1	4	4	1	1	1	4	1	4	1	1	7	7	1	4	1	1	A	4	1	1	3	3	1	1	1	1	1	1	1	1	-4	-4	-4	-4	-4	0	0	5	0	0	5	10	0	0	0	5	0	5	0	0	0	7	1	1	7	7	1	1	7	1	7	5	4	1	1	なし	仏教式		大学・大学校	日本	日本	自営業	東京都		はい		7	5	3	0
768	男性	55	九州・沖縄	3	3	3	4	2	4	3	1	6	6	4	5	6	4	6	5	1	5	5	B	4	4	2	5	5	3	4	3	5	3	3	5	4	0	0	0	0	0	0	5	10	0	0	1	9	0	0	0	10	5	7	2	0	6	7	6	3	5	6	6	2	4	5	6	6	6	5	6	仏教	仏教式		高等学校	日本	日本	システムエンジニア	福岡		はい		4	4	2	3
2842	男性	48	近畿（関西）	3	4	4	3	1	4	3	2	7	6	2	7	6	5	6	7	5	1	2	A	3	3	4	5	5	6	6	3	7	5	2	7	7	2	2	1	1	1	1	1	6	5	0	1	8	0	6	0	7	6	4	6	5	6	5	3	5	5	6	6	3	3	3	4	5	2	3	4	なし	仏教式		大学・大学校	日本	日本	会社員	兵庫県		はい		5	2	1	10
567	女性	40	関東	3	4	2	2	1	4	2	1	4	5	3	5	4	5	6	5	1	4	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10	7	10	5	5	5	0	0	0	6	0	0	0	0	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	なし	その他	なし	大学・大学校	日本	日本	介護士	千葉県		はい	ネイティブ(母語が日本語である)	1	1	1	0
505	男性	40	関東	4	4	3	4	2	3	4	2	7	5	5	2	4	2	6	5	2	2	2	A	7	3	2	7	3	6	6	5	7	6	2	6	5	-4	-2	-2	-3	3	4	7	4	0	3	4	7	0	1	0	10	3	3	1	0	3	2	2	5	5	2	5	5	7	5	5	4	6	1	2	なし	仏教式		大学・大学校	日本	日本	会社員	千葉県		はい		4	1	1	10
1329	女性	29	関東	4	5	5	5	5	5	4	5	6	4	3	3	5	7	6	3	5	3	7	B	3	1	3	2	2	1	1	1	1	1	1	3	3	0	-1	2	1	2	0	6	10	10	9	10	10	10	8	0	10	10	10	10	9	10	7	3	1	6	7	7	2	2	2	7	4	7	6	7	nashi	その他	nashi	大学・大学校	Japan	Japan	Life Insurance	Tokyo to		はい		7	7	7	2
543	女性	40	近畿（関西）	5	5	5	5	1	5	4	4	5	6	4	5	4	3	7	4	1	7	5	B	3	3	3	3	3	3	3	3	3	3	2	3	3	0	0	1	-1	-2	-3	5	6	4	6	6	7	5	3	2	7	3	7	9	5	7	1	1	1	1	1	1	1	1	1	1	1	1	7	7	なし	無宗教式		大学院	日本	日本	広告	東京		はい		1	1	1	0
569	男性	45	近畿（関西）	4	4	4	4	3	4	4	4	6	6	4	6	6	6	6	6	4	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	0	3	3	3	9	5	7	9	9	8	10	7	10	6	6	6	7	7	7	6	6	6	6	5	4	4	4	5	5	5	5	5	5	なし	無宗教式		高等学校	日本	日本	パート契約社員	大阪府		はい		8	2	2	2
602	女性	27	関東	4	4	3	4	4	5	4	4	6	6	4	4	5	4	4	5	5	3	4	A	5	3	5	4	5	4	6	3	4	4	4	4	5	-4	-3	0	-4	-2	-3	3	7	0	0	0	5	0	0	0	5	2	1	0	0	1	2	5	6	5	5	6	5	5	4	3	5	4	3	5	サタン教	無宗教式		大学・大学校	日本	日本	デザイナー	東京		はい		4	3	2	0
786	男性	53	関東	2	2	2	3	2	2	1	1	7	6	2	5	7	2	6	5	1	5	4	A	6	4	3	3	3	3	3	3	3	3	2	5	5	-3	-2	1	1	1	3	1	7	2	2	3	8	1	2	2	8	3	3	2	1	2	2	5	5	3	3	2	6	3	4	5	5	5	2	4	なし	仏教式		高等学校	日本	日本	無職	東京都		はい	ネイティブ(母語が日本語である)	7	1	1	0
453	男性	49	北海道・東北	3	4	3	3	2	2	3	2	3	3	2	3	3	3	3	3	3	3	3	B	3	4	4	3	3	3	3	3	4	3	3	3	3	-2	0	1	2	0	1	5	5	5	5	3	3	2	3	3	5	4	3	4	2	3	3	4	4	4	4	4	4	4	4	4	4	4	3	4	なし	仏教式		大学・大学校	日本	日本	会社員	宮城県		はい	ネイティブ(母語が日本語である)	1	1	1	0
958	男性	20	北海道・東北	3	2	1	3	1	5	5	5	7	7	4	4	5	7	7	5	1	7	4	A	5	6	3	4	3	3	1	1	4	1	1	4	3	4	4	4	4	4	4	7	6	5	5	8	7	10	2	9	5	3	0	6	0	0	4	6	5	3	2	4	7	7	7	5	4	5	1	1	なし	仏教式		高等学校	日本	日本	学生	福島		はい		8	4	1	1
912	女性	29	北海道・東北	4	5	3	4	5	5	5	5	4	4	4	4	5	4	3	3	4	3	4	A	1	1	1	1	1	1	1	1	2	2	2	3	2	0	1	0	0	0	1	5	6	5	5	8	6	5	6	5	6	5	6	6	5	6	6	4	3	5	6	6	3	3	2	4	6	4	5	5	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	接客業	北海道		はい		4	1	1	0
2136	男性	49	中部・北陸	3	4	1	5	1	3	3	3	7	7	4	7	7	4	6	6	5	4	6	A	2	2	2	2	2	4	5	2	6	4	2	4	5	0	0	0	0	0	1	0	10	0	0	0	1	0	0	0	10	0	6	6	0	8	4	3	1	7	6	4	2	3	2	6	7	5	2	7	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本人	日本	会社員	石川県		はい		7	1	1	1
635	男性	34	関東	4	4	3	4	1	4	3	3	5	4	3	3	2	5	2	4	4	4	5	A	4	3	3	5	3	2	2	2	4	3	1	4	4	0	1	0	0	0	0	5	4	5	10	5	5	4	6	5	6	5	4	7	4	5	4	4	4	5	4	3	4	3	3	4	3	4	3	5	なし	仏教式		高等学校	日本	日本	フリーター	東京		はい		5	1	1	0
764	女性	49	関東	4	4	4	4	4	3	4	4	3	3	3	3	4	4	3	3	4	4	2	A	3	3	3	3	3	3	3	3	3	3	2	4	4	-2	1	-1	-2	-2	1	6	8	7	6	8	8	6	8	8	9	8	8	8	7	9	3	3	4	4	5	5	3	3	5	5	6	6	4	5	なし	仏教式		大学院	日本	日本	会社員	東京都		はい		6	6	3	2
711	女性	40	近畿（関西）	4	5	5	4	2	5	5	4	6	6	3	6	5	6	3	5	1	5	1	A	1	2	1	2	2	1	1	1	2	1	1	2	2	-4	1	3	3	1	3	0	10	5	0	9	10	0	0	0	10	5	10	8	0	10	4	2	2	4	2	4	2	5	2	6	5	4	2	4	なし	仏教式		高等学校	日本	日本	製造業	滋賀県		はい		4	2	1	2
1034	男性	54	近畿（関西）	4	3	3	4	3	4	4	4	6	4	3	4	4	5	4	3	1	4	3	A	4	3	3	4	3	3	4	3	3	2	2	3	4	1	1	2	2	1	1	5	8	5	4	6	5	8	5	6	7	9	6	7	6	8	3	3	4	3	3	4	4	3	4	5	4	4	5	3	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	大阪		はい	ネイティブ(母語が日本語である)	5	3	1	1
1294	男性	42	関東	4	2	2	3	2	5	3	2	6	4	5	6	6	5	4	5	1	4	3	B	1	2	3	3	3	2	3	2	4	3	1	4	3	-4	-3	-4	0	-3	3	6	7	4	4	4	8	5	6	7	8	8	6	7	5	5	3	6	3	4	4	3	3	2	4	5	6	3	2	5	なし	無宗教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	倉庫業	東京都		はい		5	2	1	0
545	男性	24	中部・北陸	3	3	3	3	1	3	1	1	6	6	4	4	5	4	7	5	4	6	4	A	1	1	1	2	2	2	1	1	2	2	1	2	2	0	1	1	0	0	2	8	7	7	7	7	8	7	7	7	8	7	6	6	5	8	4	6	3	4	4	4	3	4	5	5	4	4	4	4	なし	無宗教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	製造	新潟県		はい		6	3	1	0
1016	男性	34	北海道・東北	5	4	4	2	1	1	1	3	3	3	2	2	3	7	4	2	4	2	3	A	1	1	1	1	1	1	1	1	2	1	1	1	1	3	3	3	4	4	4	7	7	5	5	8	5	5	5	5	7	5	7	6	5	7	5	2	2	6	6	5	2	2	2	4	5	5	3	5	なし。	仏教式		高等学校	日本	日本	サービス業	北海道		はい		6	6	1	0
707	男性	51	関東	4	4	4	2	1	4	2	2	7	4	4	2	6	6	6	6	1	4	1	A	7	1	1	3	1	2	1	1	2	1	1	5	5	-4	0	0	0	0	0	0	10	0	0	0	10	0	0	0	10	0	2	0	0	10	2	3	2	5	5	4	3	2	2	5	5	5	5	5	なし	仏教式		高等学校	日本	日本	会社員	東京都		はい		6	1	1	2
