id	cul	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6.	AC_7	AC_8	AC_9.	AC_10	AC_11	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2.EC	IRI_4.EC.	IRI_9.EC	IRI_14.EC.	IRI_18.EC.	IRI_20.EC	IRI_22.EC	IRI_3.PT.	IRI_8.PT	IRI_11.PT	IRI_15.PT.	IRI_21.PT	IRI_25.PT	IRI_28.PT	EXP_1	EXP_2	EXP_3	RHAB	FNL1	FNL2	Gender	Age	Region	REL	NAT_1	NAT_2	NAT_3	NAT_4	LNG_1	LNG_2	EDU	RATE_WITCH
1457	JP528	JP	4	6	6	6	6	6	4	5	6	4	7	6	6	3	3	3	5	5	4	1	3	4	1	1	1	1	1	1	1	4	1	1	-4	-4	-4	-4	-4	-4	5	8	0	0	0	8	0	0	0	8	0	8	0	0	8	5	3	5	3	3	7	1	2	5	5	2	6	1	1	3	4	1	10	無宗教式		1	32	関東	なし	日本	日本	会社員	東京都	はい		大学・大学校	B
1458	JP529	JP	4	4	4	4	4	4	4	7	5	4	7	4	4	3	3	3	3	4	3	3	1	4	1	1	1	4	4	4	1	4	1	4	-4	-4	-4	-4	-4	-4	5	5	5	5	5	5	0	0	0	5	0	5	5	0	5	4	4	4	5	6	5	5	4	5	4	1	4	2	4	7	8	1	0	仏教式		0	42	北海道・東北	なし	日本	日本	エンジニア	宮城県	はい		大学・大学校	A
1459	JP53	JP	7	7	7	7	6	7	7	7	5	6	7	6	6	4	4	5	5	1	5	4	2	4	5	1	4	4	1	5	4	6	4	4	4	4	4	4	4	4	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	2	7	7	7	7	2	3	4	1	7	1	6	2	2	1	5	仏教式		1	49	九州・沖縄	仏教	日本	日本	パート	福岡県	はい		高等学校	A
1460	JP530	JP	6	6	6	6	7	6	7	7	7	7	7	6	6	4	4	3	4	3	4	3	3	7	7	4	7	6	4	3	4	7	4	2	1	1	1	-3	1	4	2	7	2	0	6	10	2	4	5	8	5	6	6	4	6	2	4	2	4	4	5	2	3	3	5	7	3	2	4	5	1	1	5	仏教式		0	57	関東	なし	日本	日本	会社役員	神奈川県	はい		大学・大学校	A
1461	JP531	JP	7	7	7	5	5	7	5	5	6	7	7	6	7	2	5	4	4	1	4	4	3	6	7	4	4	6	6	4	2	6	4	4	-3	-2	2	0	0	0	5	7	1	1	4	8	1	0	5	10	0	7	7	9	8	4	5	5	5	6	5	6	2	5	4	6	6	4	5	4	1	1	2	仏教式		0	48	関東	なし	日本	日本	会社員	東京都	はい		大学・大学校	B
1462	JP532	JP	5	5	6	5	6	6	6	6	6	6	6	6	6	4	5	4	4	2	4	4	4	6	5	3	3	4	2	3	3	6	3	2	-1	2	2	2	2	3	7	7	6	5	8	9	4	6	7	9	9	9	7	7	9	6	6	2	6	6	6	6	5	5	5	5	5	5	5	5	3	1	5	仏教式		1	30	近畿（関西）	なし	日本	日本	看護師	大阪府	はい		大学・大学校	A
1463	JP533	JP	7	7	7	7	7	4	4	7	7	5	7	4	5	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	0	0	-4	-4	-4	-4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	1	0	無宗教式		0	32	関東	なし	日本	日本	会社員	東京	はい		大学・大学校	A
1464	JP534	JP	5	6	6	6	6	6	6	6	5	6	6	5	6	4	4	3	3	2	4	4	3	5	5	4	5	5	3	5	6	6	6	5	2	2	3	2	2	2	7	7	6	7	7	8	6	6	7	7	5	6	6	6	6	5	6	5	6	6	5	5	3	5	6	6	5	5	5	6	5	2	5	仏教式		0	59	北海道・東北	なし	日本	日本	無職	秋田県	はい		高等学校	A
1465	JP535	JP	5	5	6	4	4	6	6	7	3	5	7	3	4	5	4	3	4	2	4	4	4	7	7	1	2	5	1	7	6	7	3	2	-4	-4	3	0	-3	1	8	7	2	7	8	6	3	1	2	7	4	3	5	1	7	5	3	4	4	5	5	4	2	3	3	5	4	4	3	7	6	2	5	仏教式		0	36	中部・北陸	仏教	日本	日本	食品製造業	富山	はい		大学・大学校	A
1466	JP536	JP	4	3	6	3	4	3	3	3	2	3	5	3	3	5	5	5	5	5	5	3	5	5	4	3	1	4	1	5	3	7	2	1	0	0	0	-1	0	-1	5	6	6	5	5	7	5	6	5	7	6	6	6	5	7	4	3	5	4	3	6	4	3	5	5	3	5	2	3	7	4	1	2	仏教式		0	31	中国・四国	仏教	日本	日本	会社員	岡山県	はい		大学・大学校	B
1467	JP537	JP	7	6	7	6	6	7	7	7	6	7	7	6	6	3	3	3	4	1	5	1	4	4	2	4	3	3	4	4	4	4	2	3	0	0	-2	3	2	1	0	10	6	0	0	10	0	6	0	10	6	10	6	6	10	4	5	4	5	5	4	6	4	4	4	3	4	4	4	1	1	1	0	仏教式		1	29	関東	なし	日本	日本	会社員	東京都	はい		大学・大学校	A
1468	JP538	JP	6	6	6	6	6	6	6	6	6	6	6	1	1	5	5	5	5	5	5	5	5	7	7	4	6	6	2	7	4	4	4	4	-2	-2	2	0	-1	-1	10	0	0	0	2	5	2	0	0	10	0	0	0	0	0	7	7	7	5	5	6	7	7	7	7	3	7	4	3	8	8	5	2	仏教式		0	23	北海道・東北	なし	日本	日本	事務	福島県	はい		大学・大学校	B
1469	JP539	JP	5	5	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	2	4	2	4	4	5	3	4	4	3	5	4	4	3	3	1	1	1	0	0	1	4	10	5	5	6	10	4	5	4	10	5	10	6	6	10	3	2	5	3	5	4	3	1	3	5	5	4	3	4	5	5	1	2	仏教式		1	44	関東	なし	日本	日本	小売	埼玉県	はい		高等学校	A
1470	JP54	JP	3	6	4	1	2	3	2	7	3	2	4	1	1	4	3	1	5	5	5	4	1	6	3	1	3	5	3	4	2	2	2	3	-4	1	-2	-1	-2	4	0	9	0	0	0	9	0	0	0	10	0	6	0	0	0	5	3	5	6	4	6	6	1	2	5	3	4	1	3	8	1	1	2	仏教式		1	45	関東	なし	日本	日本	専業主婦	埼玉	はい		大学・大学校	A
1471	JP540	JP	5	6	6	7	6	7	7	6	2	6	7	6	7	3	3	3	3	3	4	3	3	4	5	4	4	4	4	4	4	4	4	4	-2	-1	-1	1	-1	1	3	7	0	0	6	8	0	6	1	8	4	6	4	6	6	2	4	3	3	4	3	2	3	3	5	4	3	4	4	1	1	1	0	仏教式		1	29	関東	なし	日本	日本	会社員	東京都	はい		大学・大学校	A
1472	JP541	JP	7	7	7	5	5	7	6	7	4	6	7	3	4	4	4	4	4	2	4	2	3	2	2	1	2	2	2	3	2	6	1	2	-3	1	2	0	1	2	3	6	6	1	6	9	6	4	4	10	6	10	6	4	10	6	7	6	5	6	6	4	4	6	6	6	6	4	4	5	5	1	0	神式（神道式）		1	28	関東	なし	日本	日本	主婦	埼玉	はい	ネイティブ(母語が日本語である)	大学・大学校	A
1473	JP542	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	7	4	4	-4	-4	-4	-4	-4	-4	5	5	5	5	7	5	5	5	5	5	5	5	5	5	7	1	1	1	1	1	4	1	7	1	1	1	1	1	1	5	2	1	0	仏教式		1	28	関東	なし	日本	日本	会社員	千葉県	はい		高等学校	B
1474	JP543	JP	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	0	仏教式		0	40	関東	なし	日本	日本	不動産	東京	はい	基礎レベル（Basic）	大学・大学校	A
1475	JP544	JP	1	5	4	3	2	4	5	6	1	4	6	1	1	4	5	4	4	1	5	3	2	7	4	4	6	6	2	4	7	6	6	7	0	1	1	0	0	1	6	7	5	8	6	7	6	6	5	6	5	6	6	5	6	4	3	4	6	6	6	5	5	4	7	2	6	7	5	6	1	1	1	仏教式		0	23	九州・沖縄	なし	日本	日本	ルート営業	福岡県	はい		高等学校	A
1476	JP545	JP	4	6	6	6	6	6	5	6	5	5	6	5	6	4	3	3	3	2	3	3	2	3	2	2	2	2	4	4	2	4	2	2	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	3	0	2	3	0	2	4	4	4	4	5	4	3	4	4	4	4	4	4	4	8	6	2	3	仏教式		0	48	中国・四国	なし	日本	日本	会社員	徳島	はい		専門学校・高等専門学校（高専）・短期大学	B
1477	JP546	JP	5	6	7	7	6	7	7	6	6	7	7	6	6	5	5	3	3	1	2	2	4	5	5	3	4	4	2	3	3	7	2	2	-2	2	2	2	1	3	3	6	8	6	7	7	3	7	6	9	7	9	8	7	9	6	5	5	6	7	5	6	5	5	5	6	5	3	5	5	4	1	2	仏教式		1	26	中部・北陸	なし	日本	日本	営業	愛知県	はい		大学・大学校	A
1478	JP547	JP	7	7	7	7	7	7	7	7	4	7	7	5	5	2	4	2	1	1	5	1	1	7	1	2	2	1	1	1	6	1	1	1	-4	-4	-4	-2	-3	1	0	10	2	0	1	4	3	2	1	6	3	5	2	3	6	1	1	1	1	1	5	1	1	3	1	1	3	1	1	4	1	1	1	その他	創価学会	1	35	北海道・東北	なし	日本	日本	無職	青森県	はい		中学校	A
1479	JP548	JP	5	7	7	6	7	6	7	7	7	7	7	6	7	5	3	3	4	5	3	4	4	3	2	2	2	3	1	2	2	4	2	2	2	2	4	4	4	4	6	7	5	6	6	7	6	5	5	7	7	7	7	7	7	4	3	4	4	4	5	3	3	4	4	4	4	3	3	7	3	1	4	仏教式		1	44	北海道・東北	なし	日本	日本	主婦	宮城県	はい		専門学校・高等専門学校（高専）・短期大学	B
1480	JP549	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	4	5	4	3	3	4	3	2	4	1	4	4	3	1	2	1	2	3	3	2	3	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	4	5	5	5	5	4	3	3	4	4	5	4	4	6	1	1	1	無宗教式		1	35	近畿（関西）	なし	日本	日本	事務	兵庫	はい		専門学校・高等専門学校（高専）・短期大学	A
1481	JP55	JP	4	6	6	5	5	6	4	5	3	5	6	3	4	4	3	2	2	2	3	2	1	6	4	3	3	3	3	3	3	4	4	2	1	1	1	0	0	2	3	3	1	3	7	7	2	3	2	7	5	6	4	3	7	5	4	2	3	3	4	5	2	2	3	4	3	2	3	7	3	1	2	仏教式		0	49	関東	なし	日本	日本	会社員	東京都	はい		高等学校	A
1482	JP550	JP	5	5	5	5	5	5	5	5	5	5	6	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	4	4	5	5	4	5	4	4	5	4	4	4	2	1	0	仏教式		0	48	関東	なし	日本	日本	団体職員	東京都	はい		大学・大学校	A
1483	JP551	JP	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	8	6	3	仏教式		0	37	関東	なし	日本	日本	会社員	千葉県	はい	ネイティブ(母語が日本語である)	高等学校	A
1484	JP552	JP	6	7	7	7	6	7	7	7	6	7	7	5	5	4	4	3	3	1	5	1	2	6	5	4	4	5	4	6	4	6	4	4	-1	-1	-1	-3	-4	0	2	7	2	0	6	7	0	1	2	7	2	6	5	1	6	3	4	5	5	5	5	4	3	4	4	5	5	3	5	4	1	1	1	仏教式		1	39	近畿（関西）	なし	日本	日本	検査技師	兵庫県	はい		専門学校・高等専門学校（高専）・短期大学	A
1485	JP553	JP	7	7	7	3	3	5	4	5	3	4	7	3	4	4	4	1	5	1	5	5	5	4	4	5	1	1	4	6	1	1	1	1	-4	1	2	0	-1	2	0	7	10	6	0	10	0	7	3	10	8	6	5	3	6	6	5	5	5	7	4	4	5	5	5	4	4	1	5	4	4	2	3	仏教式		0	20	関東	なし	日本	日本	学生	東京都	はい		高等学校	B
1486	JP554	JP	6	6	6	6	4	7	7	7	4	7	7	4	4	5	5	5	5	3	5	5	5	7	2	1	1	3	1	5	4	7	1	1	0	2	4	4	4	4	5	7	6	7	7	8	6	5	7	9	5	8	7	5	8	6	4	7	5	4	7	6	1	1	6	3	3	3	4	5	5	1	0	無宗教式		1	27	関東	なし	日本	日本	会社員	東京都	はい		大学・大学校	A
1487	JP555	JP	4	7	6	6	6	5	5	6	6	5	6	4	5	4	4	4	4	2	3	2	2	6	4	5	4	7	1	6	4	7	3	3	3	3	3	4	3	3	2	1	1	1	0	3	0	0	0	3	1	2	6	2	1	6	6	5	6	6	5	6	5	2	4	4	3	4	3	4	5	1	5	無宗教式		0	51	関東	祖先教	日本	日本	リフォーム業	埼玉県	はい		高等学校	A
1488	JP556	JP	1	1	1	1	1	4	5	1	1	5	5	1	1	4	4	1	4	4	4	2	1	7	7	2	3	6	5	7	7	7	4	7	-4	-4	-4	-3	-4	-3	0	9	0	0	0	8	0	0	0	6	0	2	0	0	6	5	1	5	4	5	7	5	2	7	1	7	3	3	1	8	4	8	2	仏教式		0	24	関東	なし	日本	日本	コンサルタント	東京都	はい		大学・大学校	A
1489	JP557	JP	5	5	6	6	6	7	6	6	5	6	7	5	4	5	5	5	4	4	5	4	5	3	4	1	2	3	1	1	1	1	1	1	0	0	1	4	2	2	4	6	5	3	5	7	3	6	3	8	7	8	7	6	8	5	6	6	7	7	6	4	3	7	7	7	7	6	5	5	3	1	1	仏教式		1	34	近畿（関西）	なし	日本	日本	教員	京都府	はい		大学・大学校	A
1490	JP558	JP	6	7	7	6	7	7	7	7	6	6	7	6	6	4	4	3	4	3	3	3	4	4	6	4	4	4	2	4	4	4	4	4	0	0	0	0	0	0	0	7	0	0	5	0	0	0	0	5	0	2	5	0	1	5	6	7	7	7	5	6	5	5	5	5	7	4	5	7	4	1	3	仏教式		0	36	九州・沖縄	なし	日本	日本	会社員	福岡	はい		専門学校・高等専門学校（高専）・短期大学	A
1491	JP559	JP	5	6	5	6	6	5	5	6	6	6	7	3	3	4	3	2	4	2	4	5	3	7	5	2	6	6	3	6	6	7	5	5	-3	-2	2	2	2	3	3	2	0	0	4	7	0	0	0	4	0	4	1	0	6	5	4	5	5	5	6	3	2	2	4	6	5	3	3	3	3	1	2	仏教式		0	50	九州・沖縄	なし	日本	日本	パート社員	福岡県	はい		高等学校	A
1492	JP56	JP	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	4	4	4	2	2	4	2	4	4	4	3	4	2	4	0	0	0	0	0	1	7	5	6	6	6	6	5	6	5	6	6	6	6	5	6	4	4	5	4	4	4	4	4	5	4	4	5	5	4	6	1	1	2	神式（神道式）		0	48	中国・四国	神道	日本	日本	会社員	山口	はい		大学・大学校	A
1493	JP560	JP	4	6	6	6	6	6	6	6	6	6	6	6	6	5	3	2	2	2	2	3	2	5	5	4	3	4	4	5	3	4	3	1	1	1	-2	0	-1	2	5	4	4	5	5	6	3	6	3	6	7	5	6	6	6	3	3	6	6	6	5	4	3	3	3	5	4	2	3	6	4	1	2	神式（神道式）		1	48	関東	なし	日本	日本		千葉県	はい		専門学校・高等専門学校（高専）・短期大学	A
1494	JP561	JP	4	6	5	7	7	7	7	6	5	6	7	2	4	3	4	4	4	4	1	2	2	7	7	5	6	4	4	7	6	4	4	5	3	3	2	2	2	4	5	8	3	7	3	7	3	5	3	8	8	3	7	5	4	5	7	7	6	5	7	7	5	4	6	4	7	7	7	8	8	2	5	仏教式		0	49	中部・北陸	なし	日本	日本	無職	新潟県	はい		高等学校	A
1495	JP562	JP	7	7	7	4	4	6	7	7	4	4	7	4	4	4	4	4	3	1	5	3	1	6	4	1	5	4	4	4	4	7	4	1	0	0	0	0	0	4	10	5	0	0	5	5	0	0	2	8	5	2	2	0	8	4	7	6	7	7	5	6	3	4	4	7	6	2	3	4	1	1	2	仏教式		0	60	関東	仏教	日本	日本	労働者	神奈川県	はい		高等学校	A
1496	JP563	JP	4	4	5	5	5	6	4	5	3	4	6	3	3	4	4	2	4	5	5	2	1	6	4	2	3	6	3	4	4	6	4	5	-2	-2	1	0	-1	1	3	6	5	2	5	9	3	5	6	8	3	7	4	1	8	4	6	6	5	5	5	5	3	6	5	3	7	5	4	7	6	7	0	神式（神道式）		0	30	関東	なし	日本	日本	SE	神奈川	はい		大学・大学校	A
1497	JP564	JP	4	7	7	7	7	7	7	7	7	7	7	6	4	5	4	3	4	2	5	3	3	5	3	2	4	1	1	4	3	5	1	1	2	0	2	0	0	1	0	9	7	1	5	8	3	0	5	10	0	5	0	0	8	5	3	5	2	7	7	4	5	4	4	3	7	7	6	5	5	4	2	仏教式		1	25	関東	なし	日本	日本	会社員	東京	はい		大学・大学校	A
1498	JP565	JP	5	5	5	5	5	6	6	5	3	6	5	4	5	3	4	4	4	4	4	4	4	5	5	6	5	4	3	5	6	4	6	5	2	2	2	3	3	2	5	5	5	6	5	7	7	5	5	5	7	6	7	6	6	5	5	5	6	6	5	5	5	5	5	3	2	5	4	5	3	2	1	仏教式		1	25	北海道・東北	なし	日本	日本	音楽関係	宮城県	はい	ネイティブ(母語が日本語である)	大学・大学校	A
1499	JP566	JP	7	6	7	7	7	7	7	7	6	7	7	6	6	4	4	4	2	1	4	3	1	6	7	4	6	6	1	4	5	3	5	4	0	1	1	2	1	2	5	6	6	8	4	6	0	6	0	6	5	6	5	0	6	2	3	5	3	4	4	4	2	2	1	6	3	1	4	2	1	1	0	無宗教式		1	35	九州・沖縄	なし	日本	日本	パート	長崎県	はい		高等学校	A
1500	JP567	JP	4	5	5	5	5	5	6	6	4	5	6	5	5	4	4	4	3	1	4	3	2	5	4	3	3	2	4	2	2	7	2	1	-3	-3	-3	-4	-4	-4	2	3	0	1	1	6	1	1	0	8	1	6	1	1	6	5	5	5	6	5	4	4	2	2	5	5	3	2	5	5	4	1	0	仏教式		0	56	関東	なし	日本	日本	公務員	茨城県	はい		大学・大学校	B
1501	JP568	JP	5	5	5	5	4	5	5	5	5	5	7	4	5	5	4	4	2	4	4	2	2	5	4	3	3	3	4	3	2	5	3	2	0	1	1	1	1	2	0	8	1	0	1	8	0	0	0	7	0	6	1	0	7	4	3	5	3	4	5	4	2	4	5	5	4	3	3	3	2	1	0	仏教式		1	37	中国・四国	なし	日本	日本	専業主婦	広島県	はい		大学・大学校	A
1502	JP569	JP	5	3	5	3	5	3	5	3	3	4	3	4	5	2	2	3	4	2	3	3	4	3	4	3	6	3	4	6	6	5	6	3	-1	2	-1	-2	-2	-3	4	6	4	5	5	4	6	4	8	3	8	3	3	3	7	4	3	7	3	3	6	6	3	6	7	3	5	5	4	6	4	6	7	神式（神道式）		1	22	中部・北陸	なし	日本	日本	無職	山梨	はい	基礎レベル（Basic）	大学院	A
1503	JP57	JP	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	2	2	2	2	5	5	4	5	5	4	5	5	4	5	5	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	3	3	5	5	4	5	3	4	5	3	1	2	仏教式		1	46	近畿（関西）	仏教	日本	日本	会社員	兵庫県	はい		専門学校・高等専門学校（高専）・短期大学	A
1504	JP570	JP	2	6	6	6	5	7	6	6	5	6	7	6	5	4	5	4	4	1	5	5	5	5	4	2	3	5	3	4	2	2	3	5	2	2	2	3	2	4	5	3	1	3	6	7	4	2	7	10	10	10	6	3	8	5	6	7	6	3	7	6	1	7	7	6	7	6	5	7	8	8	2	無宗教式		0	31	九州・沖縄	なし	日本	日本	エンジニア	沖縄県	はい		専門学校・高等専門学校（高専）・短期大学	A
1505	JP571	JP	5	7	7	7	6	7	7	7	7	7	7	5	7	5	3	2	3	2	4	2	4	4	5	3	3	4	4	4	4	7	3	4	3	4	4	4	4	2	7	10	8	8	5	5	9	10	10	4	3	3	9	8	1	2	3	3	5	4	4	4	1	2	6	5	4	4	4	5	5	2	0	無宗教式		0	20	九州・沖縄	なし	日本	日本	学生	大分県	はい		専門学校・高等専門学校（高専）・短期大学	A
1506	JP572	JP	4	4	5	5	5	5	5	5	5	5	5	5	4	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	4	3	5	5	3	3	5	4	3	5	3	3	3	6	6	3	0	仏教式		0	25	関東	なし	日本	日本	金融	茨城	はい		大学・大学校	A
1507	JP573	JP	3	5	6	6	5	4	5	4	7	7	6	5	5	5	5	4	4	4	4	5	5	5	6	4	6	6	4	5	7	3	6	3	2	1	1	2	3	-1	10	0	10	5	10	0	10	10	0	5	5	5	10	0	10	6	2	4	4	2	3	2	7	2	7	6	6	6	3	7	4	1	6	無宗教式		1	32	関東	なし	日本	日本	なし	東京都	はい		大学・大学校	A
1508	JP574	JP	4	7	4	4	4	5	6	4	4	4	4	4	4	5	4	4	5	1	5	5	5	4	4	4	4	4	4	4	4	4	4	4	-4	-2	-4	0	0	0	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	4	5	4	4	4	4	4	3	4	4	4	5	4	4	4	2	2	2	仏教式		1	20	九州・沖縄	なし	日本	日本		福岡	はい		その他	A
1509	JP575	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	2	5	5	5	3	6	6	1	5	6	2	6	6	7	4	3	3	3	3	3	3	4	8	3	3	8	7	7	5	5	5	10	5	5	10	8	5	6	5	6	6	7	6	6	3	5	5	6	5	5	5	8	2	1	2	仏教式		1	56	関東	仏教	日本	日本	派遣社員	神奈川県	はい		高等学校	A
1510	JP576	JP	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	4	7	5	3	4	3	4	4	1	4	2	2	2	1	無宗教式		1	20	中国・四国	なし	日本	日本	学生	愛媛	はい	ネイティブ(母語が日本語である)	高等学校	A
1511	JP577	JP	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	3	4	4	4	4	4	4	4	4	4	4	0	0	-1	-4	-1	0	5	4	1	0	0	0	0	0	0	0	0	3	5	5	5	4	4	2	7	3	4	4	3	4	4	6	4	6	7	1	1	1	0	その他	なし	1	20	九州・沖縄	なし	日本	日本	販売	東京	はい		大学・大学校	A
1512	JP578	JP	6	6	6	6	4	6	6	6	6	6	7	4	7	5	4	5	4	4	5	5	4	7	4	2	5	4	3	4	4	7	2	2	-1	-1	-3	-4	-3	2	7	7	7	5	6	7	5	7	5	7	7	7	7	5	7	5	5	4	5	6	6	6	5	5	5	5	6	6	6	6	4	1	2	仏教式		1	31	近畿（関西）	仏教	日本	日本	小売り	大阪	はい		専門学校・高等専門学校（高専）・短期大学	B
1513	JP579	JP	7	7	7	7	7	7	7	7	7	7	7	7	6	1	1	4	5	4	2	2	4	2	3	4	4	4	2	5	2	6	4	6	-4	-4	-3	-3	-2	-2	3	5	3	7	5	7	4	4	4	2	6	6	2	5	3	2	2	2	7	5	4	6	4	7	5	2	6	3	7	2	2	2	2	仏教式		1	21	北海道・東北	なし	日本	日本	専業主婦	徳島県	はい		大学・大学校	A
1514	JP58	JP	6	4	6	2	2	6	2	5	5	6	4	4	2	4	3	5	2	2	1	1	4	5	4	2	5	3	6	2	1	5	3	2	-1	-3	0	0	3	2	4	1	2	2	8	9	8	8	8	8	3	4	4	4	8	5	5	3	4	2	6	5	2	6	3	3	6	5	4	5	2	2	0	仏教式		1	43	中部・北陸	なし	日本	日本	パート	新潟県	はい	ネイティブ(母語が日本語である)	大学・大学校	A
1515	JP580	JP	4	7	7	6	5	7	7	7	7	6	7	7	6	1	2	2	3	5	4	2	5	4	4	5	3	5	1	6	4	3	5	4	-4	-3	-3	-2	-2	-1	0	2	10	8	2	1	1	1	1	1	2	3	4	0	3	1	2	2	4	5	5	5	2	7	4	4	6	6	3	5	7	5	4	仏教式		1	20	関東	仏教	日本	日本	工業	茨城	はい		大学・大学校	A
1516	JP581	JP	7	7	7	7	7	7	7	7	7	7	7	4	7	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	7	4	2	0	0	0	0	0	2	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	4	3	5	5	5	5	5	5	7	3	1	2	仏教式		0	51	関東	なし	日本	日本	会社員	神奈川県	はい		大学・大学校	A
1517	JP582	JP	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	3	5	5	3	3	5	3	3	5	3	3	3	2	1	1	0	仏教式		1	25	中部・北陸	仏教	日本	日本	福祉	愛知	はい		大学・大学校	A
1518	JP583	JP	1	7	7	7	7	7	7	7	7	7	7	7	7	4	3	4	4	4	5	3	4	7	7	3	7	6	1	7	7	7	4	7	3	2	2	-1	1	0	8	6	7	5	6	7	6	8	9	6	7	8	6	7	7	7	7	7	7	7	7	7	1	7	7	1	7	7	7	5	1	1	0	その他		1	20	関東	なし	日本	日本	学生	東京	はい		専門学校・高等専門学校（高専）・短期大学	A
1519	JP584	JP	6	6	7	7	7	6	6	7	7	6	7	7	7	4	4	5	4	4	4	4	5	5	3	5	6	7	1	5	4	3	4	4	3	-2	-2	-1	-2	-1	4	6	3	3	5	6	5	4	3	2	3	4	5	7	6	6	3	5	2	2	6	4	5	4	5	3	4	5	4	7	6	6	0	仏教式		1	32	近畿（関西）	仏教	日本	日本	自動車	愛知県	はい		専門学校・高等専門学校（高専）・短期大学	A
1520	JP585	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	5	4	4	4	4	7	4	2	4	4	2	6	4	4	1	4	4	4	4	4	4	4	5	8	8	5	5	8	5	8	5	8	8	8	10	8	8	6	7	5	5	4	5	4	1	6	5	4	7	5	5	6	4	1	1	仏教式		0	49	近畿（関西）	なし	日本	日本	会社員	大阪府	はい	ネイティブ(母語が日本語である)	高等学校	A
1521	JP586	JP	4	4	6	5	5	5	5	7	7	7	7	7	6	2	5	5	2	4	1	1	1	4	4	4	4	4	4	4	4	3	4	4	0	0	0	0	3	1	6	5	5	0	1	6	0	6	2	7	5	6	6	5	6	6	1	1	1	1	1	1	1	1	1	6	4	1	1	3	1	1	0	仏教式		1	50	九州・沖縄	なし	日本	日本	正社員	福岡	はい	ビジネスレベル（Business）	高等学校	A
1522	JP587	JP	3	4	4	5	5	5	5	5	5	5	5	3	4	4	4	2	4	4	4	2	2	5	4	3	4	4	4	4	3	4	3	2	0	1	0	0	-1	-1	1	6	2	1	5	7	1	1	1	8	1	1	6	1	6	5	4	5	5	3	3	4	2	3	4	5	4	6	5	5	6	1	0	無宗教式		1	23	近畿（関西）	なし	日本	日本	なし	大阪府	はい		大学・大学校	A
